year,constructor,value,name
1958,136,0,Pankratz
1958,137,0,Arzani-Volpini
1958,138,0,Nichels
1958,139,0,Bromme
1958,140,0,Klenk
1958,141,0,Simca
1958,142,0,Turner
1958,143,0,Del Roy
1958,144,0,Veritas
1958,145,0,BMW
1958,146,0,EMW
1958,147,0,AFM
1958,148,0,Frazer Nash
1958,149,0,Sherman
1958,150,0,Deidt
1958,151,0,ERA
1958,152,0,Aston Butterworth
1958,153,0,Cisitalia
1958,154,0,Talbot-Lago
1958,155,0,Hall
1958,156,0,Marchese
1958,157,0,Langley
1958,158,0,Rae
1958,159,0,Olson
1958,160,0,Wetteroth
1958,161,0,Adams
1958,162,0,Snowberger
1958,163,0,Milano
1958,164,0,HRT
1958,165,0,
1958,166,0,Virgin
1958,167,0,Cooper-Maserati
1958,168,0,Cooper-OSCA
1958,169,0,Cooper-Borgward
1958,170,0,Cooper-Climax
1958,171,0,Cooper-Castellotti
1958,172,0,Lotus-Climax
1958,173,0,Lotus-Maserati
1958,174,0,De Tomaso-Osca
1958,175,0,De Tomaso-Alfa Romeo
1958,176,0,Lotus-BRM
1958,177,0,Lotus-Borgward
1958,178,0,Cooper-Alfa Romeo
1958,179,0,De Tomaso-Ferrari
1958,180,0,Lotus-Ford
1958,181,0,Brabham-BRM
1958,182,0,Brabham-Ford
1958,183,0,Brabham-Climax
1958,184,0,LDS-Climax
1958,185,0,LDS-Alfa Romeo
1958,186,0,Cooper-Ford
1958,187,0,McLaren-Ford
1958,188,0,McLaren-Serenissima
1958,189,0,Eagle-Climax
1958,190,0,Eagle-Weslake
1958,191,0,Brabham-Repco
1958,192,0,Cooper-Ferrari
1958,193,0,Cooper-ATS
1958,194,0,McLaren-BRM
1958,195,0,Cooper-BRM
1958,196,0,Matra-Ford
1959,170,9,Cooper-Climax
1959,6,4,Ferrari
1959,87,4,Cooper
1959,118,3,Vanwall
1959,1,0,McLaren
1959,2,0,BMW Sauber
1959,3,0,Williams
1959,4,0,Renault
1959,5,0,Toro Rosso
1959,7,0,Toyota
1959,8,0,Super Aguri
1959,9,0,Red Bull
1959,10,0,Force India
1959,11,0,Honda
1959,12,0,Spyker
1959,13,0,MF1
1959,14,0,Spyker MF1
1959,15,0,Sauber
1959,16,0,BAR
1959,17,0,Jordan
1959,18,0,Minardi
1959,19,0,Jaguar
1959,20,0,Prost
1959,21,0,Arrows
1959,22,0,Benetton
1959,23,0,Brawn
1959,24,0,Stewart
1959,25,0,Tyrrell
1959,26,0,Lola
1959,27,0,Ligier
1959,28,0,Forti
1959,29,0,Footwork
1959,30,0,Pacific
1959,31,0,Simtek
1959,32,0,Team Lotus
1959,33,0,Larrousse
1959,34,0,Brabham
1959,35,0,Dallara
1959,36,0,Fondmetal
1959,37,0,March
1959,38,0,Andrea Moda
1959,39,0,AGS
1959,40,0,Lambo
1959,41,0,Leyton House
1959,42,0,Coloni
1959,43,0,
1959,44,0,Euro Brun
1959,45,0,Osella
1959,46,0,Onyx
1959,47,0,Life
1959,48,0,Rial
1959,49,0,Zakspeed
1959,50,0,RAM
1959,51,0,Alfa Romeo
1959,52,0,Spirit
1959,53,0,Toleman
1959,54,0,ATS
1959,55,0,Theodore
1959,56,0,Fittipaldi
1959,57,0,Ensign
1959,58,0,Shadow
1959,59,0,Wolf
1959,60,0,Merzario
1959,61,0,Kauhsen
1959,62,0,Rebaque
1959,63,0,Surtees
1959,64,0,Hesketh
1959,65,0,Martini
1959,66,0,BRM
1959,67,0,Penske
1959,68,0,LEC
1959,69,0,McGuire
1959,70,0,Boro
1959,71,0,Apollon
1959,72,0,Kojima
1959,73,0,Parnelli
1959,74,0,Maki
1959,75,0,Embassy Hill
1959,76,0,Lyncar
1959,77,0,Trojan
1959,78,0,Amon
1959,79,0,Token
1959,80,0,Iso Marlboro
1959,81,0,Tecno
1959,82,0,Matra
1959,83,0,Politoys
1959,84,0,Connew
1959,85,0,Bellasi
1959,86,0,De Tomaso
1959,88,0,Eagle
1959,89,0,LDS
1959,90,0,Protos
1959,91,0,Shannon
1959,92,0,Scirocco
1959,93,0,RE
1959,94,0,BRP
1959,95,0,Porsche
1959,96,0,Derrington
1959,97,0,Gilby
1959,98,0,Stebro
1959,99,0,Emeryson
1959,100,0,ENB
1959,101,0,JBW
1959,102,0,Ferguson
1959,103,0,MBM
1959,104,0,Behra-Porsche
1959,105,0,Maserati
1959,106,0,Scarab
1959,107,0,Watson
1959,108,0,Epperly
1959,109,0,Phillips
1959,110,0,Lesovsky
1959,111,0,Trevis
1959,112,0,Meskowski
1959,113,0,Kurtis Kraft
1959,114,0,Kuzma
1959,115,0,Christensen
1959,116,0,Ewing
1959,117,0,Aston Martin
1959,119,0,Moore
1959,120,0,Dunn
1959,121,0,Elder
1959,122,0,Sutton
1959,123,0,Fry
1959,124,0,Tec-Mec
1959,125,0,Connaught
1959,126,0,Alta
1959,127,0,OSCA
1959,128,0,Gordini
1959,129,0,Stevens
1959,130,0,Bugatti
1959,131,0,Mercedes
1959,132,0,Lancia
1959,133,0,HWM
1959,134,0,Schroeder
1959,135,0,Pawl
1959,136,0,Pankratz
1959,137,0,Arzani-Volpini
1959,138,0,Nichels
1959,139,0,Bromme
1959,140,0,Klenk
1959,141,0,Simca
1959,142,0,Turner
1959,143,0,Del Roy
1959,144,0,Veritas
1959,145,0,BMW
1959,146,0,EMW
1959,147,0,AFM
1959,148,0,Frazer Nash
1959,149,0,Sherman
1959,150,0,Deidt
1959,151,0,ERA
1959,152,0,Aston Butterworth
1959,153,0,Cisitalia
1959,154,0,Talbot-Lago
1959,155,0,Hall
1959,156,0,Marchese
1959,157,0,Langley
1959,158,0,Rae
1959,159,0,Olson
1959,160,0,Wetteroth
1959,161,0,Adams
1959,162,0,Snowberger
1959,163,0,Milano
1959,164,0,HRT
1959,165,0,
1959,166,0,Virgin
1959,167,0,Cooper-Maserati
1959,168,0,Cooper-OSCA
1959,169,0,Cooper-Borgward
1959,171,0,Cooper-Castellotti
1959,172,0,Lotus-Climax
1959,173,0,Lotus-Maserati
1959,174,0,De Tomaso-Osca
1959,175,0,De Tomaso-Alfa Romeo
1959,176,0,Lotus-BRM
1959,177,0,Lotus-Borgward
1959,178,0,Cooper-Alfa Romeo
1959,179,0,De Tomaso-Ferrari
1959,180,0,Lotus-Ford
1959,181,0,Brabham-BRM
1959,182,0,Brabham-Ford
1959,183,0,Brabham-Climax
1959,184,0,LDS-Climax
1959,185,0,LDS-Alfa Romeo
1959,186,0,Cooper-Ford
1959,187,0,McLaren-Ford
1959,188,0,McLaren-Serenissima
1959,189,0,Eagle-Climax
1959,190,0,Eagle-Weslake
1959,191,0,Brabham-Repco
1959,192,0,Cooper-Ferrari
1959,193,0,Cooper-ATS
1959,194,0,McLaren-BRM
1959,195,0,Cooper-BRM
1959,196,0,Matra-Ford
1960,170,19,Cooper-Climax
1960,6,4,Ferrari
1960,87,4,Cooper
1960,118,3,Vanwall
1960,1,0,McLaren
1960,2,0,BMW Sauber
1960,3,0,Williams
1960,4,0,Renault
1960,5,0,Toro Rosso
1960,7,0,Toyota
1960,8,0,Super Aguri
1960,9,0,Red Bull
1960,10,0,Force India
1960,11,0,Honda
1960,12,0,Spyker
1960,13,0,MF1
1960,14,0,Spyker MF1
1960,15,0,Sauber
1960,16,0,BAR
1960,17,0,Jordan
1960,18,0,Minardi
1960,19,0,Jaguar
1960,20,0,Prost
1960,21,0,Arrows
1960,22,0,Benetton
1960,23,0,Brawn
1960,24,0,Stewart
1960,25,0,Tyrrell
1960,26,0,Lola
1960,27,0,Ligier
1960,28,0,Forti
1960,29,0,Footwork
1960,30,0,Pacific
1960,31,0,Simtek
1960,32,0,Team Lotus
1960,33,0,Larrousse
1960,34,0,Brabham
1960,35,0,Dallara
1960,36,0,Fondmetal
1960,37,0,March
1960,38,0,Andrea Moda
1960,39,0,AGS
1960,40,0,Lambo
1960,41,0,Leyton House
1960,42,0,Coloni
1960,43,0,
1960,44,0,Euro Brun
1960,45,0,Osella
1960,46,0,Onyx
1960,47,0,Life
1960,48,0,Rial
1960,49,0,Zakspeed
1960,50,0,RAM
1960,51,0,Alfa Romeo
1960,52,0,Spirit
1960,53,0,Toleman
1960,54,0,ATS
1960,55,0,Theodore
1960,56,0,Fittipaldi
1960,57,0,Ensign
1960,58,0,Shadow
1960,59,0,Wolf
1960,60,0,Merzario
1960,61,0,Kauhsen
1960,62,0,Rebaque
1960,63,0,Surtees
1960,64,0,Hesketh
1960,65,0,Martini
1960,66,0,BRM
1960,67,0,Penske
1960,68,0,LEC
1960,69,0,McGuire
1960,70,0,Boro
1960,71,0,Apollon
1960,72,0,Kojima
1960,73,0,Parnelli
1960,74,0,Maki
1960,75,0,Embassy Hill
1960,76,0,Lyncar
1960,77,0,Trojan
1960,78,0,Amon
1960,79,0,Token
1960,80,0,Iso Marlboro
1960,81,0,Tecno
1960,82,0,Matra
1960,83,0,Politoys
1960,84,0,Connew
1960,85,0,Bellasi
1960,86,0,De Tomaso
1960,88,0,Eagle
1960,89,0,LDS
1960,90,0,Protos
1960,91,0,Shannon
1960,92,0,Scirocco
1960,93,0,RE
1960,94,0,BRP
1960,95,0,Porsche
1960,96,0,Derrington
1960,97,0,Gilby
1960,98,0,Stebro
1960,99,0,Emeryson
1960,100,0,ENB
1960,101,0,JBW
1960,102,0,Ferguson
1960,103,0,MBM
1960,104,0,Behra-Porsche
1960,105,0,Maserati
1960,106,0,Scarab
1960,107,0,Watson
1960,108,0,Epperly
1960,109,0,Phillips
1960,110,0,Lesovsky
1960,111,0,Trevis
1960,112,0,Meskowski
1960,113,0,Kurtis Kraft
1960,114,0,Kuzma
1960,115,0,Christensen
1960,116,0,Ewing
1960,117,0,Aston Martin
1960,119,0,Moore
1960,120,0,Dunn
1960,121,0,Elder
1960,122,0,Sutton
1960,123,0,Fry
1960,124,0,Tec-Mec
1960,125,0,Connaught
1960,126,0,Alta
1960,127,0,OSCA
1960,128,0,Gordini
1960,129,0,Stevens
1960,130,0,Bugatti
1960,131,0,Mercedes
1960,132,0,Lancia
1960,133,0,HWM
1960,134,0,Schroeder
1960,135,0,Pawl
1960,136,0,Pankratz
1960,137,0,Arzani-Volpini
1960,138,0,Nichels
1960,139,0,Bromme
1960,140,0,Klenk
1960,141,0,Simca
1960,142,0,Turner
1960,143,0,Del Roy
1960,144,0,Veritas
1960,145,0,BMW
1960,146,0,EMW
1960,147,0,AFM
1960,148,0,Frazer Nash
1960,149,0,Sherman
1960,150,0,Deidt
1960,151,0,ERA
1960,152,0,Aston Butterworth
1960,153,0,Cisitalia
1960,154,0,Talbot-Lago
1960,155,0,Hall
1960,156,0,Marchese
1960,157,0,Langley
1960,158,0,Rae
1960,159,0,Olson
1960,160,0,Wetteroth
1960,161,0,Adams
1960,162,0,Snowberger
1960,163,0,Milano
1960,164,0,HRT
1960,165,0,
1960,166,0,Virgin
1960,167,0,Cooper-Maserati
1960,168,0,Cooper-OSCA
1960,169,0,Cooper-Borgward
1960,171,0,Cooper-Castellotti
1960,172,0,Lotus-Climax
1960,173,0,Lotus-Maserati
1960,174,0,De Tomaso-Osca
1960,175,0,De Tomaso-Alfa Romeo
1960,176,0,Lotus-BRM
1960,177,0,Lotus-Borgward
1960,178,0,Cooper-Alfa Romeo
1960,179,0,De Tomaso-Ferrari
1960,180,0,Lotus-Ford
1960,181,0,Brabham-BRM
1960,182,0,Brabham-Ford
1960,183,0,Brabham-Climax
1960,184,0,LDS-Climax
1960,185,0,LDS-Alfa Romeo
1960,186,0,Cooper-Ford
1960,187,0,McLaren-Ford
1960,188,0,McLaren-Serenissima
1960,189,0,Eagle-Climax
1960,190,0,Eagle-Weslake
1960,191,0,Brabham-Repco
1960,192,0,Cooper-Ferrari
1960,193,0,Cooper-ATS
1960,194,0,McLaren-BRM
1960,195,0,Cooper-BRM
1960,196,0,Matra-Ford
1961,170,19,Cooper-Climax
1961,6,11,Ferrari
1961,87,4,Cooper
1961,118,3,Vanwall
1961,172,1,Lotus-Climax
1961,1,0,McLaren
1961,2,0,BMW Sauber
1961,3,0,Williams
1961,4,0,Renault
1961,5,0,Toro Rosso
1961,7,0,Toyota
1961,8,0,Super Aguri
1961,9,0,Red Bull
1961,10,0,Force India
1961,11,0,Honda
1961,12,0,Spyker
1961,13,0,MF1
1961,14,0,Spyker MF1
1961,15,0,Sauber
1961,16,0,BAR
1961,17,0,Jordan
1961,18,0,Minardi
1961,19,0,Jaguar
1961,20,0,Prost
1961,21,0,Arrows
1961,22,0,Benetton
1961,23,0,Brawn
1961,24,0,Stewart
1961,25,0,Tyrrell
1961,26,0,Lola
1961,27,0,Ligier
1961,28,0,Forti
1961,29,0,Footwork
1961,30,0,Pacific
1961,31,0,Simtek
1961,32,0,Team Lotus
1961,33,0,Larrousse
1961,34,0,Brabham
1961,35,0,Dallara
1961,36,0,Fondmetal
1961,37,0,March
1961,38,0,Andrea Moda
1961,39,0,AGS
1961,40,0,Lambo
1961,41,0,Leyton House
1961,42,0,Coloni
1961,43,0,
1961,44,0,Euro Brun
1961,45,0,Osella
1961,46,0,Onyx
1961,47,0,Life
1961,48,0,Rial
1961,49,0,Zakspeed
1961,50,0,RAM
1961,51,0,Alfa Romeo
1961,52,0,Spirit
1961,53,0,Toleman
1961,54,0,ATS
1961,55,0,Theodore
1961,56,0,Fittipaldi
1961,57,0,Ensign
1961,58,0,Shadow
1961,59,0,Wolf
1961,60,0,Merzario
1961,61,0,Kauhsen
1961,62,0,Rebaque
1961,63,0,Surtees
1961,64,0,Hesketh
1961,65,0,Martini
1961,66,0,BRM
1961,67,0,Penske
1961,68,0,LEC
1961,69,0,McGuire
1961,70,0,Boro
1961,71,0,Apollon
1961,72,0,Kojima
1961,73,0,Parnelli
1961,74,0,Maki
1961,75,0,Embassy Hill
1961,76,0,Lyncar
1961,77,0,Trojan
1961,78,0,Amon
1961,79,0,Token
1961,80,0,Iso Marlboro
1961,81,0,Tecno
1961,82,0,Matra
1961,83,0,Politoys
1961,84,0,Connew
1961,85,0,Bellasi
1961,86,0,De Tomaso
1961,88,0,Eagle
1961,89,0,LDS
1961,90,0,Protos
1961,91,0,Shannon
1961,92,0,Scirocco
1961,93,0,RE
1961,94,0,BRP
1961,95,0,Porsche
1961,96,0,Derrington
1961,97,0,Gilby
1961,98,0,Stebro
1961,99,0,Emeryson
1961,100,0,ENB
1961,101,0,JBW
1961,102,0,Ferguson
1961,103,0,MBM
1961,104,0,Behra-Porsche
1961,105,0,Maserati
1961,106,0,Scarab
1961,107,0,Watson
1961,108,0,Epperly
1961,109,0,Phillips
1961,110,0,Lesovsky
1961,111,0,Trevis
1961,112,0,Meskowski
1961,113,0,Kurtis Kraft
1961,114,0,Kuzma
1961,115,0,Christensen
1961,116,0,Ewing
1961,117,0,Aston Martin
1961,119,0,Moore
1961,120,0,Dunn
1961,121,0,Elder
1961,122,0,Sutton
1961,123,0,Fry
1961,124,0,Tec-Mec
1961,125,0,Connaught
1961,126,0,Alta
1961,127,0,OSCA
1961,128,0,Gordini
1961,129,0,Stevens
1961,130,0,Bugatti
1961,131,0,Mercedes
1961,132,0,Lancia
1961,133,0,HWM
1961,134,0,Schroeder
1961,135,0,Pawl
1961,136,0,Pankratz
1961,137,0,Arzani-Volpini
1961,138,0,Nichels
1961,139,0,Bromme
1961,140,0,Klenk
1961,141,0,Simca
1961,142,0,Turner
1961,143,0,Del Roy
1961,144,0,Veritas
1961,145,0,BMW
1961,146,0,EMW
1961,147,0,AFM
1961,148,0,Frazer Nash
1961,149,0,Sherman
1961,150,0,Deidt
1961,151,0,ERA
1961,152,0,Aston Butterworth
1961,153,0,Cisitalia
1961,154,0,Talbot-Lago
1961,155,0,Hall
1961,156,0,Marchese
1961,157,0,Langley
1961,158,0,Rae
1961,159,0,Olson
1961,160,0,Wetteroth
1961,161,0,Adams
1961,162,0,Snowberger
1961,163,0,Milano
1961,164,0,HRT
1961,165,0,
1961,166,0,Virgin
1961,167,0,Cooper-Maserati
1961,168,0,Cooper-OSCA
1961,169,0,Cooper-Borgward
1961,171,0,Cooper-Castellotti
1961,173,0,Lotus-Maserati
1961,174,0,De Tomaso-Osca
1961,175,0,De Tomaso-Alfa Romeo
1961,176,0,Lotus-BRM
1961,177,0,Lotus-Borgward
1961,178,0,Cooper-Alfa Romeo
1961,179,0,De Tomaso-Ferrari
1961,180,0,Lotus-Ford
1961,181,0,Brabham-BRM
1961,182,0,Brabham-Ford
1961,183,0,Brabham-Climax
1961,184,0,LDS-Climax
1961,185,0,LDS-Alfa Romeo
1961,186,0,Cooper-Ford
1961,187,0,McLaren-Ford
1961,188,0,McLaren-Serenissima
1961,189,0,Eagle-Climax
1961,190,0,Eagle-Weslake
1961,191,0,Brabham-Repco
1961,192,0,Cooper-Ferrari
1961,193,0,Cooper-ATS
1961,194,0,McLaren-BRM
1961,195,0,Cooper-BRM
1961,196,0,Matra-Ford
1962,170,20,Cooper-Climax
1962,6,11,Ferrari
1962,66,7,BRM
1962,87,4,Cooper
1962,118,3,Vanwall
1962,172,2,Lotus-Climax
1962,1,0,McLaren
1962,2,0,BMW Sauber
1962,3,0,Williams
1962,4,0,Renault
1962,5,0,Toro Rosso
1962,7,0,Toyota
1962,8,0,Super Aguri
1962,9,0,Red Bull
1962,10,0,Force India
1962,11,0,Honda
1962,12,0,Spyker
1962,13,0,MF1
1962,14,0,Spyker MF1
1962,15,0,Sauber
1962,16,0,BAR
1962,17,0,Jordan
1962,18,0,Minardi
1962,19,0,Jaguar
1962,20,0,Prost
1962,21,0,Arrows
1962,22,0,Benetton
1962,23,0,Brawn
1962,24,0,Stewart
1962,25,0,Tyrrell
1962,26,0,Lola
1962,27,0,Ligier
1962,28,0,Forti
1962,29,0,Footwork
1962,30,0,Pacific
1962,31,0,Simtek
1962,32,0,Team Lotus
1962,33,0,Larrousse
1962,34,0,Brabham
1962,35,0,Dallara
1962,36,0,Fondmetal
1962,37,0,March
1962,38,0,Andrea Moda
1962,39,0,AGS
1962,40,0,Lambo
1962,41,0,Leyton House
1962,42,0,Coloni
1962,43,0,
1962,44,0,Euro Brun
1962,45,0,Osella
1962,46,0,Onyx
1962,47,0,Life
1962,48,0,Rial
1962,49,0,Zakspeed
1962,50,0,RAM
1962,51,0,Alfa Romeo
1962,52,0,Spirit
1962,53,0,Toleman
1962,54,0,ATS
1962,55,0,Theodore
1962,56,0,Fittipaldi
1962,57,0,Ensign
1962,58,0,Shadow
1962,59,0,Wolf
1962,60,0,Merzario
1962,61,0,Kauhsen
1962,62,0,Rebaque
1962,63,0,Surtees
1962,64,0,Hesketh
1962,65,0,Martini
1962,67,0,Penske
1962,68,0,LEC
1962,69,0,McGuire
1962,70,0,Boro
1962,71,0,Apollon
1962,72,0,Kojima
1962,73,0,Parnelli
1962,74,0,Maki
1962,75,0,Embassy Hill
1962,76,0,Lyncar
1962,77,0,Trojan
1962,78,0,Amon
1962,79,0,Token
1962,80,0,Iso Marlboro
1962,81,0,Tecno
1962,82,0,Matra
1962,83,0,Politoys
1962,84,0,Connew
1962,85,0,Bellasi
1962,86,0,De Tomaso
1962,88,0,Eagle
1962,89,0,LDS
1962,90,0,Protos
1962,91,0,Shannon
1962,92,0,Scirocco
1962,93,0,RE
1962,94,0,BRP
1962,95,0,Porsche
1962,96,0,Derrington
1962,97,0,Gilby
1962,98,0,Stebro
1962,99,0,Emeryson
1962,100,0,ENB
1962,101,0,JBW
1962,102,0,Ferguson
1962,103,0,MBM
1962,104,0,Behra-Porsche
1962,105,0,Maserati
1962,106,0,Scarab
1962,107,0,Watson
1962,108,0,Epperly
1962,109,0,Phillips
1962,110,0,Lesovsky
1962,111,0,Trevis
1962,112,0,Meskowski
1962,113,0,Kurtis Kraft
1962,114,0,Kuzma
1962,115,0,Christensen
1962,116,0,Ewing
1962,117,0,Aston Martin
1962,119,0,Moore
1962,120,0,Dunn
1962,121,0,Elder
1962,122,0,Sutton
1962,123,0,Fry
1962,124,0,Tec-Mec
1962,125,0,Connaught
1962,126,0,Alta
1962,127,0,OSCA
1962,128,0,Gordini
1962,129,0,Stevens
1962,130,0,Bugatti
1962,131,0,Mercedes
1962,132,0,Lancia
1962,133,0,HWM
1962,134,0,Schroeder
1962,135,0,Pawl
1962,136,0,Pankratz
1962,137,0,Arzani-Volpini
1962,138,0,Nichels
1962,139,0,Bromme
1962,140,0,Klenk
1962,141,0,Simca
1962,142,0,Turner
1962,143,0,Del Roy
1962,144,0,Veritas
1962,145,0,BMW
1962,146,0,EMW
1962,147,0,AFM
1962,148,0,Frazer Nash
1962,149,0,Sherman
1962,150,0,Deidt
1962,151,0,ERA
1962,152,0,Aston Butterworth
1962,153,0,Cisitalia
1962,154,0,Talbot-Lago
1962,155,0,Hall
1962,156,0,Marchese
1962,157,0,Langley
1962,158,0,Rae
1962,159,0,Olson
1962,160,0,Wetteroth
1962,161,0,Adams
1962,162,0,Snowberger
1962,163,0,Milano
1962,164,0,HRT
1962,165,0,
1962,166,0,Virgin
1962,167,0,Cooper-Maserati
1962,168,0,Cooper-OSCA
1962,169,0,Cooper-Borgward
1962,171,0,Cooper-Castellotti
1962,173,0,Lotus-Maserati
1962,174,0,De Tomaso-Osca
1962,175,0,De Tomaso-Alfa Romeo
1962,176,0,Lotus-BRM
1962,177,0,Lotus-Borgward
1962,178,0,Cooper-Alfa Romeo
1962,179,0,De Tomaso-Ferrari
1962,180,0,Lotus-Ford
1962,181,0,Brabham-BRM
1962,182,0,Brabham-Ford
1962,183,0,Brabham-Climax
1962,184,0,LDS-Climax
1962,185,0,LDS-Alfa Romeo
1962,186,0,Cooper-Ford
1962,187,0,McLaren-Ford
1962,188,0,McLaren-Serenissima
1962,189,0,Eagle-Climax
1962,190,0,Eagle-Weslake
1962,191,0,Brabham-Repco
1962,192,0,Cooper-Ferrari
1962,193,0,Cooper-ATS
1962,194,0,McLaren-BRM
1962,195,0,Cooper-BRM
1962,196,0,Matra-Ford
1963,170,20,Cooper-Climax
1963,6,11,Ferrari
1963,172,10,Lotus-Climax
1963,66,9,BRM
1963,87,4,Cooper
1963,118,3,Vanwall
1963,1,0,McLaren
1963,2,0,BMW Sauber
1963,3,0,Williams
1963,4,0,Renault
1963,5,0,Toro Rosso
1963,7,0,Toyota
1963,8,0,Super Aguri
1963,9,0,Red Bull
1963,10,0,Force India
1963,11,0,Honda
1963,12,0,Spyker
1963,13,0,MF1
1963,14,0,Spyker MF1
1963,15,0,Sauber
1963,16,0,BAR
1963,17,0,Jordan
1963,18,0,Minardi
1963,19,0,Jaguar
1963,20,0,Prost
1963,21,0,Arrows
1963,22,0,Benetton
1963,23,0,Brawn
1963,24,0,Stewart
1963,25,0,Tyrrell
1963,26,0,Lola
1963,27,0,Ligier
1963,28,0,Forti
1963,29,0,Footwork
1963,30,0,Pacific
1963,31,0,Simtek
1963,32,0,Team Lotus
1963,33,0,Larrousse
1963,34,0,Brabham
1963,35,0,Dallara
1963,36,0,Fondmetal
1963,37,0,March
1963,38,0,Andrea Moda
1963,39,0,AGS
1963,40,0,Lambo
1963,41,0,Leyton House
1963,42,0,Coloni
1963,43,0,
1963,44,0,Euro Brun
1963,45,0,Osella
1963,46,0,Onyx
1963,47,0,Life
1963,48,0,Rial
1963,49,0,Zakspeed
1963,50,0,RAM
1963,51,0,Alfa Romeo
1963,52,0,Spirit
1963,53,0,Toleman
1963,54,0,ATS
1963,55,0,Theodore
1963,56,0,Fittipaldi
1963,57,0,Ensign
1963,58,0,Shadow
1963,59,0,Wolf
1963,60,0,Merzario
1963,61,0,Kauhsen
1963,62,0,Rebaque
1963,63,0,Surtees
1963,64,0,Hesketh
1963,65,0,Martini
1963,67,0,Penske
1963,68,0,LEC
1963,69,0,McGuire
1963,70,0,Boro
1963,71,0,Apollon
1963,72,0,Kojima
1963,73,0,Parnelli
1963,74,0,Maki
1963,75,0,Embassy Hill
1963,76,0,Lyncar
1963,77,0,Trojan
1963,78,0,Amon
1963,79,0,Token
1963,80,0,Iso Marlboro
1963,81,0,Tecno
1963,82,0,Matra
1963,83,0,Politoys
1963,84,0,Connew
1963,85,0,Bellasi
1963,86,0,De Tomaso
1963,88,0,Eagle
1963,89,0,LDS
1963,90,0,Protos
1963,91,0,Shannon
1963,92,0,Scirocco
1963,93,0,RE
1963,94,0,BRP
1963,95,0,Porsche
1963,96,0,Derrington
1963,97,0,Gilby
1963,98,0,Stebro
1963,99,0,Emeryson
1963,100,0,ENB
1963,101,0,JBW
1963,102,0,Ferguson
